 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
16:50 09.12.2019 	 2,72 	 3,64 	 3,67 	 3 	 4 	 126 	 985 	 3,3 	  
16:40 09.12.2019 	 2,74 	 3,7 	 3,73 	 3 	 4 	 123 	 985 	 3,3 	  
16:30 09.12.2019 	 2,75 	 3,63 	 3,66 	 3 	 4 	 115 	 985 	 2,9 	  
16:20 09.12.2019 	 2,76 	 3,7 	 3,73 	 4 	 5 	 116 	 986 	 2,9 	  
16:10 09.12.2019 	 2,75 	 3,72 	 3,75 	 4 	 5 	 132 	 986 	 3,3 	  
16:00 09.12.2019 	 2,74 	 3,64 	 3,67 	 5 	 7 	 151 	 986 	 4,2 	  
15:50 09.12.2019 	 2,73 	 3,59 	 3,62 	 7 	 14 	 171 	 986 	 4,3 	  
15:40 09.12.2019 	 2,7 	 3,64 	 3,67 	 7 	 12 	 186 	 986 	 4,7 	  
15:30 09.12.2019 	 2,67 	 3,59 	 3,62 	 6 	 8 	 165 	 986 	 5,5 	  
15:20 09.12.2019 	 2,64 	 3,53 	 3,56 	 6 	 7 	 165 	 986 	 5,4 	  
15:10 09.12.2019 	 2,59 	 3,52 	 3,55 	 4 	 6 	 180 	 987 	 5,3 	  
15:00 09.12.2019 	 2,54 	 3,42 	 3,45 	 3 	 5 	 191 	 987 	 4,9 	  
14:50 09.12.2019 	 2,49 	 3,37 	 3,4 	 3 	 5 	 243 	 987 	 3,8 	  
14:40 09.12.2019 	 2,43 	 3,29 	 3,32 	 3 	 8 	 260 	 987 	 4 	  
14:30 09.12.2019 	 2,37 	 3,3 	 3,32 	 6 	 7 	 173 	 987 	 5,9 	  
14:20 09.12.2019 	 2,3 	 3,15 	 3,18 	 5 	 7 	 162 	 987 	 5,7 	  
14:10 09.12.2019 	 2,22 	 3,14 	 3,17 	 6 	 8 	 169 	 988 	 5,5 	  
14:00 09.12.2019 	 2,14 	 3,07 	 3,1 	 7 	 9 	 169 	 988 	 5,5 	  
13:50 09.12.2019 	 2,06 	 2,93 	 2,96 	 7 	 11 	 174 	 988 	 5,4 	  
13:40 09.12.2019 	 1,98 	 2,9 	 2,93 	 7 	 9 	 182 	 988 	 5,7 	  
13:30 09.12.2019 	 1,9 	 2,79 	 2,82 	 7 	 9 	 177 	 988 	 5,7 	  
13:20 09.12.2019 	 1,82 	 2,71 	 2,74 	 8 	 9 	 182 	 988 	 5,7 	  
13:10 09.12.2019 	 1,73 	 2,62 	 2,64 	 7 	 10 	 183 	 989 	 5,8 	  
13:00 09.12.2019 	 1,64 	 2,5 	 2,53 	 4 	 6 	 189 	 989 	 5,5 	  
12:50 09.12.2019 	 1,56 	 2,46 	 2,49 	 4 	 5 	 193 	 989 	 5,3 	  
12:40 09.12.2019 	 1,48 	 2,4 	 2,43 	 4 	 6 	 192 	 989 	 5,4 	  
12:30 09.12.2019 	 1,4 	 2,31 	 2,34 	 5 	 8 	 195 	 989 	 5,3 	  
12:20 09.12.2019 	 1,32 	 2,2 	 2,22 	 5 	 7 	 182 	 989 	 5,4 	  
12:10 09.12.2019 	 1,25 	 2,22 	 2,25 	 5 	 7 	 168 	 989 	 5,1 	  
12:00 09.12.2019 	 1,18 	 2,09 	 2,11 	 6 	 9 	 155 	 989 	 4,1 	  
11:50 09.12.2019 	 1,12 	 2,03 	 2,05 	 8 	 11 	 173 	 990 	 3,6 	  
11:40 09.12.2019 	 1,06 	 2,03 	 2,06 	 11 	 16 	 150 	 990 	 4 	  
11:30 09.12.2019 	 1,01 	 1,93 	 1,96 	 12 	 16 	 128 	 990 	 4,9 	  
11:20 09.12.2019 	 0,96 	 1,91 	 1,94 	 12 	 18 	 134 	 990 	 4,5 	  
11:10 09.12.2019 	 0,92 	 1,85 	 1,87 	 13 	 18 	 130 	 990 	 4,2 	  
11:00 09.12.2019 	 0,89 	 1,79 	 1,81 	 15 	 20 	 127 	 991 	 4,3 	  
10:50 09.12.2019 	 0,86 	 1,85 	 1,87 	 12 	 17 	 123 	 991 	 4,1 	  
10:40 09.12.2019 	 0,84 	 1,74 	 1,76 	 14 	 17 	 123 	 991 	 3,9 	  
10:30 09.12.2019 	 0,82 	 1,73 	 1,75 	 14 	 18 	 126 	 992 	 3,9 	  
10:20 09.12.2019 	 0,82 	 1,8 	 1,82 	 13 	 18 	 126 	 992 	 3,9 	  
10:10 09.12.2019 	 0,82 	 1,68 	 1,7 	 13 	 18 	 124 	 992 	 3,9 	  
10:00 09.12.2019 	 0,83 	 1,75 	 1,77 	 14 	 18 	 125 	 993 	 3,6 	  
09:50 09.12.2019 	 0,85 	 1,78 	 1,8 	 14 	 18 	 129 	 993 	 3,7 	  
09:40 09.12.2019 	 0,87 	 1,78 	 1,8 	 14 	 19 	 126 	 993 	 3,4 	  
09:30 09.12.2019 	 0,9 	 1,81 	 1,83 	 12 	 18 	 126 	 993 	 3,8 	  
09:20 09.12.2019 	 0,94 	 1,83 	 1,86 	 13 	 18 	 88 	 994 	 2,3 	  
09:10 09.12.2019 	 0,98 	 1,87 	 1,89 	 13 	 17 	 88 	 994 	 1 	  
09:00 09.12.2019 	 1,03 	 1,9 	 1,92 	 12 	 18 	 93 	 994 	 1,1 	  
08:50 09.12.2019 	 1,09 	 1,99 	 2,02 	 13 	 18 	 86 	 994 	 1,7 	  
08:40 09.12.2019 	 1,15 	 2,07 	 2,1 	 13 	 18 	 82 	 995 	 1,4 	  
08:30 09.12.2019 	 1,22 	 2,05 	 2,08 	 13 	 17 	 84 	 995 	 1,2 	  
08:20 09.12.2019 	 1,29 	 2,16 	 2,19 	 12 	 15 	 85 	 995 	 0,8 	  
08:10 09.12.2019 	 1,36 	 2,29 	 2,32 	 13 	 17 	 84 	 996 	 1,3 	  
08:00 09.12.2019 	 1,44 	 2,24 	 2,26 	 13 	 17 	 83 	 996 	 1,4 	  
07:50 09.12.2019 	 1,51 	 2,39 	 2,42 	 11 	 17 	 83 	 996 	 1,5 	  
07:40 09.12.2019 	 1,6 	 2,46 	 2,48 	 14 	 22 	 81 	 997 	 1,5 	  
07:30 09.12.2019 	 1,68 	 2,51 	 2,54 	 11 	 17 	 94 	 997 	 1,6 	  
07:20 09.12.2019 	 1,76 	 2,6 	 2,63 	 12 	 17 	 88 	 997 	 1,7 	  
07:10 09.12.2019 	 1,85 	 2,61 	 2,64 	 13 	 18 	 81 	 997 	 1,1 	  
07:00 09.12.2019 	 1,93 	 2,86 	 2,89 	 11 	 15 	 79 	 998 	 1 	  
06:50 09.12.2019 	 2,01 	 2,88 	 2,91 	 12 	 17 	 79 	 998 	 0,8 	  
06:40 09.12.2019 	 2,09 	 2,88 	 2,91 	 13 	 16 	 80 	 998 	 0,8 	  
06:30 09.12.2019 	 2,17 	 3,03 	 3,06 	 12 	 15 	 76 	 999 	 0,6 	  
06:20 09.12.2019 	 2,24 	 3,13 	 3,16 	 12 	 15 	 76 	 999 	 0,2 	  
06:10 09.12.2019 	 2,31 	 3,1 	 3,13 	 12 	 17 	 75 	 999 	 0,3 	  
06:00 09.12.2019 	 2,38 	 3,21 	 3,24 	 12 	 16 	 79 	 1000 	 0,5 	  
05:50 09.12.2019 	 2,45 	 3,31 	 3,34 	 11 	 14 	 79 	 1000 	 1 	  
05:40 09.12.2019 	 2,5 	 3,3 	 3,33 	 11 	 15 	 81 	 1000 	 1,2 	  
05:30 09.12.2019 	 2,56 	 3,37 	 3,39 	 11 	 14 	 79 	 1000 	 1,8 	  
05:20 09.12.2019 	 2,61 	 3,49 	 3,52 	 11 	 14 	 82 	 1000 	 1 	  
05:10 09.12.2019 	 2,66 	 3,46 	 3,49 	 9 	 14 	 80 	 1001 	 1,9 	  
05:00 09.12.2019 	 2,7 	 3,45 	 3,48 	 9 	 12 	 77 	 1001 	 1,5 	  
04:50 09.12.2019 	 2,73 	 3,55 	 3,58 	 10 	 14 	 77 	 1001 	 1,6 	  
04:40 09.12.2019 	 2,75 	 3,61 	 3,64 	 11 	 14 	 81 	 1001 	 1,9 	  
04:30 09.12.2019 	 2,78 	 3,57 	 3,6 	 11 	 14 	 78 	 1001 	 1,8 	  
04:20 09.12.2019 	 2,79 	 3,6 	 3,63 	 10 	 14 	 84 	 1002 	 2,1 	  
04:10 09.12.2019 	 2,8 	 3,63 	 3,65 	 10 	 14 	 90 	 1002 	 2,4 	  
04:00 09.12.2019 	 2,8 	 3,52 	 3,55 	 10 	 13 	 89 	 1002 	 2,3 	  
03:50 09.12.2019 	 2,79 	 3,63 	 3,66 	 8 	 13 	 85 	 1002 	 2,1 	  
03:40 09.12.2019 	 2,78 	 3,58 	 3,61 	 8 	 11 	 83 	 1002 	 2 	  
03:30 09.12.2019 	 2,76 	 3,5 	 3,53 	 5 	 8 	 90 	 1003 	 1,8 	  
03:20 09.12.2019 	 2,74 	 3,48 	 3,5 	 5 	 6 	 80 	 1003 	 1,4 	  
03:10 09.12.2019 	 2,7 	 3,44 	 3,47 	 5 	 6 	 74 	 1003 	 1,8 	  
03:00 09.12.2019 	 2,66 	 3,42 	 3,45 	 4 	 5 	 60 	 1003 	 0,9 	  
02:50 09.12.2019 	 2,62 	 3,4 	 3,43 	 4 	 6 	 62 	 1003 	 1 	  
02:40 09.12.2019 	 2,58 	 3,25 	 3,28 	 5 	 6 	 60 	 1004 	 0,9 	  
02:30 09.12.2019 	 2,52 	 3,25 	 3,28 	 5 	 7 	 66 	 1004 	 1,2 	  
02:20 09.12.2019 	 2,46 	 3,21 	 3,24 	 5 	 7 	 68 	 1004 	 1,1 	  
02:10 09.12.2019 	 2,38 	 3,1 	 3,12 	 4 	 6 	 62 	 1004 	 0,5 	  
02:00 09.12.2019 	 2,32 	 3,01 	 3,04 	 5 	 6 	 62 	 1004 	 0,2 	  
01:50 09.12.2019 	 2,24 	 2,95 	 2,98 	 4 	 6 	 64 	 1004 	 -0,3 	  
01:40 09.12.2019 	 2,16 	 2,83 	 2,86 	 5 	 7 	 69 	 1005 	 -0,3 	  
01:30 09.12.2019 	 2,08 	 2,79 	 2,81 	 5 	 7 	 77 	 1005 	 0 	  
01:20 09.12.2019 	 2 	 2,73 	 2,76 	 5 	 6 	 80 	 1005 	 -0,1 	  
01:10 09.12.2019 	 1,91 	 2,61 	 2,64 	 5 	 7 	 78 	 1005 	 0 	  
01:00 09.12.2019 	 1,82 	 2,54 	 2,56 	 6 	 8 	 85 	 1005 	 0,2 	  
00:50 09.12.2019 	 1,74 	 2,5 	 2,53 	 4 	 7 	 91 	 1005 	 -0,4 	  
00:40 09.12.2019 	 1,66 	 2,37 	 2,39 	 4 	 6 	 75 	 1005 	 -0,4 	  
00:30 09.12.2019 	 1,57 	 2,31 	 2,34 	 4 	 6 	 82 	 1005 	 -0,2 	  
00:20 09.12.2019 	 1,49 	 2,2 	 2,22 	 3 	 5 	 81 	 1005 	 -0,3 	  
00:10 09.12.2019 	 1,41 	 2,16 	 2,18 	 4 	 5 	 83 	 1005 	 -0,2 	  
00:00 09.12.2019 	 1,33 	 2,06 	 2,08 	 4 	 5 	 87 	 1005 	 -0,6 	  
23:50 08.12.2019 	 1,26 	 1,98 	 2 	 4 	 5 	 94 	 1005 	 -0,4 	  
23:40 08.12.2019 	 1,18 	 1,89 	 1,91 	 4 	 5 	 92 	 1005 	 -0,9 	  
23:30 08.12.2019 	 1,12 	 1,87 	 1,89 	 1 	 3 	 41 	 1005 	 -1,5 	  
23:20 08.12.2019 	 1,06 	 1,79 	 1,81 	 1 	 2 	 21 	 1005 	 -1,7 	  
23:10 08.12.2019 	 1 	 1,74 	 1,77 	 1 	 2 	 17 	 1005 	 -1,9 	  
23:00 08.12.2019 	 0,95 	 1,69 	 1,71 	 3 	 4 	 58 	 1005 	 -0,6 	  
22:50 08.12.2019 	 0,91 	 1,66 	 1,68 	 4 	 5 	 63 	 1005 	 -0,1 	  
22:40 08.12.2019 	 0,88 	 1,61 	 1,63 	 4 	 5 	 61 	 1005 	 -0,1 	  
22:30 08.12.2019 	 0,85 	 1,56 	 1,58 	 1 	 4 	 27 	 1005 	 -2,2 	  
22:20 08.12.2019 	 0,82 	 1,58 	 1,6 	 1 	 2 	 13 	 1005 	 -2,2 	  
22:10 08.12.2019 	 0,81 	 1,57 	 1,59 	 1 	 2 	 354 	 1005 	 -2,9 	  
22:00 08.12.2019 	 0,8 	 1,53 	 1,55 	 1 	 2 	 8 	 1005 	 -2,8 	  
21:50 08.12.2019 	 0,8 	 1,6 	 1,62 	 1 	 2 	 6 	 1005 	 -2,9 	  
21:40 08.12.2019 	 0,81 	 1,56 	 1,58 	 1 	 2 	 17 	 1005 	 -2,7 	  
21:30 08.12.2019 	 0,82 	 1,6 	 1,62 	 1 	 2 	 6 	 1005 	 -2,5 	  
21:20 08.12.2019 	 0,84 	 1,59 	 1,61 	 1 	 2 	 1 	 1005 	 -2,7 	  
21:10 08.12.2019 	 0,86 	 1,66 	 1,68 	 1 	 2 	 344 	 1005 	 -2,9 	  
21:00 08.12.2019 	 0,9 	 1,67 	 1,69 	 2 	 2 	 327 	 1005 	 -2,7 	  
20:50 08.12.2019 	 0,94 	 1,69 	 1,71 	 2 	 3 	 327 	 1005 	 -2,6 	  
20:40 08.12.2019 	 0,98 	 1,75 	 1,77 	 2 	 2 	 329 	 1005 	 -2,9 	  
20:30 08.12.2019 	 1,03 	 1,83 	 1,85 	 1 	 1 	 1 	 1005 	 -2 	  
20:20 08.12.2019 	 1,09 	 1,85 	 1,87 	 1 	 2 	 6 	 1005 	 -1,6 	  
20:10 08.12.2019 	 1,15 	 1,98 	 2 	 1 	 1 	 348 	 1005 	 -1,8 	  
20:00 08.12.2019 	 1,22 	 1,96 	 1,99 	 2 	 2 	 342 	 1005 	 -1,3 	  
19:50 08.12.2019 	 1,28 	 2,07 	 2,09 	 1 	 3 	 16 	 1005 	 -1 	  
19:40 08.12.2019 	 1,35 	 2,19 	 2,21 	 2 	 3 	 349 	 1005 	 -0,7 	  
19:30 08.12.2019 	 1,42 	 2,25 	 2,27 	 2 	 3 	 355 	 1005 	 -0,3 	  
19:20 08.12.2019 	 1,5 	 2,29 	 2,31 	 2 	 4 	 317 	 1004 	 0,1 	  
19:10 08.12.2019 	 1,58 	 2,38 	 2,41 	 2 	 4 	 1 	 1004 	 -0,5 	  
19:00 08.12.2019 	 1,66 	 2,48 	 2,5 	 3 	 5 	 354 	 1004 	 -0,4 	  
18:50 08.12.2019 	 1,74 	 2,5 	 2,52 	 4 	 6 	 19 	 1004 	 -0,8 	  
18:40 08.12.2019 	 1,82 	 2,63 	 2,65 	 5 	 8 	 360 	 1004 	 0,1 	  
18:30 08.12.2019 	 1,89 	 2,73 	 2,75 	 5 	 8 	 355 	 1003 	 0,2 	  
18:20 08.12.2019 	 1,97 	 2,77 	 2,8 	 5 	 7 	 6 	 1003 	 0,2 	  
18:10 08.12.2019 	 2,04 	 2,84 	 2,87 	 7 	 10 	 9 	 1003 	 0,2 	  
18:00 08.12.2019 	 2,1 	 2,92 	 2,95 	 8 	 11 	 6 	 1003 	 0,4 	  
17:50 08.12.2019 	 2,18 	 2,99 	 3,02 	 7 	 10 	 7 	 1003 	 0,4 	  
17:40 08.12.2019 	 2,24 	 3,02 	 3,05 	 8 	 11 	 8 	 1003 	 0,4 	  
17:30 08.12.2019 	 2,3 	 3,12 	 3,15 	 7 	 10 	 10 	 1003 	 0,3 	  
17:20 08.12.2019 	 2,35 	 3,15 	 3,18 	 6 	 9 	 6 	 1003 	 0,4 	  
17:10 08.12.2019 	 2,41 	 3,25 	 3,27 	 7 	 10 	 3 	 1002 	 0,4 	  
17:00 08.12.2019 	 2,46 	 3,27 	 3,29 	 7 	 11 	 1 	 1002 	 0,5 	  
16:50 08.12.2019 	 2,5 	 3,29 	 3,31 	 6 	 9 	 357 	 1002 	 0,4 	  
16:40 08.12.2019 	 2,54 	 3,39 	 3,41 	 7 	 10 	 3 	 1002 	 0,9 	  
16:30 08.12.2019 	 2,57 	 3,34 	 3,37 	 8 	 11 	 3 	 1002 	 0,8 	  
16:20 08.12.2019 	 2,59 	 3,38 	 3,41 	 9 	 12 	 3 	 1001 	 0,9 	  
16:10 08.12.2019 	 2,62 	 3,47 	 3,49 	 6 	 9 	 3 	 1001 	 1 	  
16:00 08.12.2019 	 2,62 	 3,43 	 3,46 	 5 	 8 	 5 	 1001 	 1 	  
15:50 08.12.2019 	 2,64 	 3,45 	 3,48 	 2 	 4 	 16 	 1001 	 0,4 	  
15:40 08.12.2019 	 2,64 	 3,45 	 3,48 	 3 	 5 	 11 	 1001 	 0,8 	  
15:30 08.12.2019 	 2,64 	 3,45 	 3,48 	 4 	 6 	 7 	 1001 	 1,3 	  
15:20 08.12.2019 	 2,63 	 3,45 	 3,47 	 4 	 6 	 12 	 1001 	 1,6 	  
15:10 08.12.2019 	 2,62 	 3,41 	 3,43 	 5 	 7 	 8 	 1000 	 1,5 	  
15:00 08.12.2019 	 2,59 	 3,41 	 3,44 	 6 	 8 	 9 	 1000 	 1,2 	  
14:50 08.12.2019 	 2,57 	 3,36 	 3,39 	 7 	 10 	 14 	 1000 	 1,5 	  
14:40 08.12.2019 	 2,54 	 3,29 	 3,31 	 7 	 11 	 9 	 1000 	 1,9 	  
14:30 08.12.2019 	 2,5 	 3,36 	 3,38 	 6 	 9 	 13 	 999 	 1,5 	  
14:20 08.12.2019 	 2,46 	 3,26 	 3,28 	 6 	 9 	 21 	 999 	 1,3 	  
14:10 08.12.2019 	 2,4 	 3,2 	 3,22 	 7 	 10 	 16 	 999 	 1,7 	  
14:00 08.12.2019 	 2,35 	 3,13 	 3,16 	 7 	 10 	 16 	 999 	 2 	  
13:50 08.12.2019 	 2,3 	 3,11 	 3,13 	 8 	 12 	 11 	 999 	 2,2 	  
13:40 08.12.2019 	 2,23 	 3 	 3,03 	 8 	 12 	 6 	 998 	 2,2 	  
13:30 08.12.2019 	 2,17 	 2,95 	 2,98 	 8 	 11 	 4 	 998 	 1,9 	  
13:20 08.12.2019 	 2,1 	 2,94 	 2,96 	 7 	 10 	 2 	 998 	 1,6 	  
13:10 08.12.2019 	 2,03 	 2,81 	 2,84 	 8 	 12 	 3 	 998 	 1,7 	  
13:00 08.12.2019 	 1,96 	 2,71 	 2,74 	 9 	 14 	 2 	 997 	 1,7 	  
12:50 08.12.2019 	 1,89 	 2,69 	 2,72 	 7 	 12 	 1 	 997 	 1,6 	  
12:40 08.12.2019 	 1,82 	 2,6 	 2,62 	 8 	 13 	 1 	 997 	 1,2 	  
12:30 08.12.2019 	 1,74 	 2,51 	 2,54 	 9 	 14 	 5 	 997 	 1,7 	  
12:20 08.12.2019 	 1,67 	 2,51 	 2,53 	 8 	 12 	 6 	 996 	 1,7 	  
12:10 08.12.2019 	 1,6 	 2,4 	 2,43 	 8 	 11 	 5 	 996 	 1,4 	  
12:00 08.12.2019 	 1,53 	 2,33 	 2,36 	 8 	 12 	 6 	 996 	 1,5 	  
11:50 08.12.2019 	 1,46 	 2,31 	 2,34 	 8 	 11 	 3 	 996 	 0,9 	  
11:40 08.12.2019 	 1,4 	 2,17 	 2,2 	 8 	 11 	 3 	 995 	 0,9 	  
11:30 08.12.2019 	 1,34 	 2,14 	 2,17 	 8 	 11 	 4 	 995 	 0,8 	  
11:20 08.12.2019 	 1,28 	 2,11 	 2,13 	 8 	 11 	 9 	 995 	 0,8 	  
11:10 08.12.2019 	 1,22 	 2,03 	 2,06 	 7 	 11 	 8 	 995 	 0,8 	  
11:00 08.12.2019 	 1,18 	 1,97 	 1,99 	 8 	 11 	 6 	 994 	 0,7 	  
10:50 08.12.2019 	 1,14 	 1,96 	 1,98 	 8 	 12 	 6 	 994 	 0,5 	  
10:40 08.12.2019 	 1,1 	 1,95 	 1,97 	 9 	 12 	 5 	 994 	 0,6 	  
10:30 08.12.2019 	 1,06 	 1,84 	 1,86 	 8 	 10 	 359 	 994 	 -0,1 	  
10:20 08.12.2019 	 1,03 	 1,91 	 1,93 	 7 	 10 	 1 	 993 	 -0,1 	  
10:10 08.12.2019 	 1,01 	 1,81 	 1,83 	 8 	 11 	 1 	 993 	 -0,2 	  
10:00 08.12.2019 	 0,99 	 1,82 	 1,84 	 8 	 12 	 1 	 993 	 -0,1 	  
09:50 08.12.2019 	 0,98 	 1,81 	 1,83 	 7 	 10 	 359 	 993 	 -0,6 	  
09:40 08.12.2019 	 0,98 	 1,81 	 1,83 	 7 	 11 	 360 	 992 	 -0,4 	  
09:30 08.12.2019 	 0,98 	 1,81 	 1,83 	 9 	 12 	 1 	 992 	 -0,3 	  
09:20 08.12.2019 	 0,99 	 1,83 	 1,85 	 8 	 13 	 359 	 992 	 -0,6 	  
09:10 08.12.2019 	 1 	 1,81 	 1,83 	 9 	 13 	 2 	 991 	 -0,4 	  
09:00 08.12.2019 	 1,02 	 1,87 	 1,89 	 10 	 14 	 4 	 991 	 -0,3 	  
08:50 08.12.2019 	 1,05 	 1,9 	 1,92 	 10 	 15 	 2 	 991 	 -0,5 	  
08:40 08.12.2019 	 1,08 	 1,87 	 1,89 	 10 	 16 	 1 	 991 	 -0,6 	  
08:30 08.12.2019 	 1,11 	 1,95 	 1,97 	 10 	 15 	 2 	 991 	 -0,6 	  
08:20 08.12.2019 	 1,15 	 2,01 	 2,03 	 12 	 15 	 3 	 990 	 -0,4 	  
08:10 08.12.2019 	 1,2 	 1,97 	 1,99 	 11 	 16 	 2 	 990 	 -0,5 	  
08:00 08.12.2019 	 1,25 	 2,11 	 2,14 	 11 	 15 	 3 	 990 	 -1,1 	  
07:50 08.12.2019 	 1,3 	 2,13 	 2,15 	 10 	 14 	 359 	 990 	 -1,1 	  
07:40 08.12.2019 	 1,36 	 2,15 	 2,17 	 9 	 13 	 359 	 990 	 -1,3 	  
07:30 08.12.2019 	 1,42 	 2,34 	 2,37 	 9 	 13 	 358 	 989 	 -1,1 	  
07:20 08.12.2019 	 1,49 	 2,24 	 2,26 	 8 	 11 	 356 	 989 	 -1,4 	  
07:10 08.12.2019 	 1,55 	 2,42 	 2,44 	 9 	 13 	 359 	 989 	 -1,4 	  
07:00 08.12.2019 	 1,62 	 2,46 	 2,48 	 10 	 14 	 2 	 989 	 -1 	  
06:50 08.12.2019 	 1,69 	 2,5 	 2,53 	 10 	 15 	 2 	 989 	 -1 	  
06:40 08.12.2019 	 1,76 	 2,64 	 2,66 	 9 	 14 	 1 	 988 	 -1,1 	  
06:30 08.12.2019 	 1,82 	 2,65 	 2,67 	 8 	 11 	 0 	 988 	 -1,5 	  
06:20 08.12.2019 	 1,9 	 2,76 	 2,78 	 9 	 13 	 0 	 988 	 -2,1 	  
06:10 08.12.2019 	 1,96 	 2,83 	 2,86 	 8 	 11 	 357 	 988 	 -2,3 	  
06:00 08.12.2019 	 2,03 	 2,85 	 2,87 	 8 	 12 	 356 	 988 	 -2,2 	  
05:50 08.12.2019 	 2,1 	 2,94 	 2,97 	 8 	 11 	 360 	 988 	 -2 	  
05:40 08.12.2019 	 2,16 	 3,07 	 3,09 	 9 	 12 	 3 	 988 	 -1,9 	  
05:30 08.12.2019 	 2,22 	 3,07 	 3,1 	 6 	 9 	 4 	 987 	 -2,1 	  
05:20 08.12.2019 	 2,27 	 3,14 	 3,16 	 8 	 10 	 5 	 987 	 -2 	  
05:10 08.12.2019 	 2,33 	 3,26 	 3,28 	 8 	 11 	 6 	 987 	 -2 	  
05:00 08.12.2019 	 2,38 	 3,22 	 3,25 	 8 	 10 	 4 	 987 	 -2,3 	  
04:50 08.12.2019 	 2,42 	 3,27 	 3,3 	 8 	 11 	 0 	 987 	 -2,6 	  
04:40 08.12.2019 	 2,46 	 3,34 	 3,37 	 8 	 12 	 2 	 987 	 -1,9 	  
04:30 08.12.2019 	 2,5 	 3,36 	 3,39 	 6 	 10 	 353 	 986 	 -2,3 	  
04:20 08.12.2019 	 2,54 	 3,43 	 3,46 	 5 	 8 	 354 	 986 	 -2,7 	  
04:10 08.12.2019 	 2,56 	 3,46 	 3,49 	 5 	 6 	 359 	 986 	 -2,6 	  
04:00 08.12.2019 	 2,58 	 3,46 	 3,48 	 5 	 7 	 4 	 986 	 -2,9 	  
03:50 08.12.2019 	 2,6 	 3,5 	 3,53 	 6 	 9 	 358 	 986 	 -3 	  
03:40 08.12.2019 	 2,62 	 3,49 	 3,51 	 6 	 9 	 359 	 986 	 -2,7 	  
03:30 08.12.2019 	 2,62 	 3,51 	 3,54 	 7 	 10 	 3 	 986 	 -2,1 	  
03:20 08.12.2019 	 2,62 	 3,48 	 3,5 	 6 	 10 	 1 	 986 	 -2,4 	  
03:10 08.12.2019 	 2,62 	 3,52 	 3,55 	 5 	 7 	 8 	 986 	 -3,4 	  
03:00 08.12.2019 	 2,61 	 3,42 	 3,45 	 5 	 6 	 358 	 985 	 -3,8 	  
02:50 08.12.2019 	 2,59 	 3,48 	 3,5 	 4 	 6 	 355 	 985 	 -3,4 	  
02:40 08.12.2019 	 2,57 	 3,46 	 3,48 	 4 	 6 	 354 	 985 	 -3,5 	  
02:30 08.12.2019 	 2,54 	 3,41 	 3,43 	 5 	 7 	 353 	 986 	 -3,3 	  
02:20 08.12.2019 	 2,51 	 3,36 	 3,39 	 5 	 8 	 359 	 985 	 -3,7 	  
02:10 08.12.2019 	 2,47 	 3,34 	 3,37 	 5 	 8 	 350 	 985 	 -3,3 	  
02:00 08.12.2019 	 2,42 	 3,25 	 3,28 	 4 	 7 	 356 	 986 	 -3,6 	  
01:50 08.12.2019 	 2,38 	 3,27 	 3,3 	 4 	 6 	 8 	 986 	 -3,5 	  
01:40 08.12.2019 	 2,33 	 3,2 	 3,22 	 2 	 3 	 353 	 986 	 -4,3 	  
01:30 08.12.2019 	 2,27 	 3,1 	 3,12 	 3 	 5 	 14 	 986 	 -3,8 	  
01:20 08.12.2019 	 2,21 	 3,07 	 3,1 	 5 	 7 	 25 	 985 	 -3,2 	  
01:10 08.12.2019 	 2,14 	 3,02 	 3,05 	 4 	 7 	 19 	 986 	 -3,3 	  
01:00 08.12.2019 	 2,08 	 2,88 	 2,9 	 4 	 6 	 19 	 985 	 -3,3 	  
00:50 08.12.2019 	 2,01 	 2,96 	 2,98 	 5 	 7 	 21 	 985 	 -3,3 	  
00:40 08.12.2019 	 1,94 	 2,81 	 2,83 	 5 	 8 	 14 	 985 	 -3,6 	  
00:30 08.12.2019 	 1,86 	 2,73 	 2,76 	 5 	 8 	 18 	 985 	 -3,5 	  
00:20 08.12.2019 	 1,79 	 2,76 	 2,79 	 6 	 9 	 13 	 985 	 -2,9 	  
00:10 08.12.2019 	 1,72 	 2,59 	 2,61 	 7 	 11 	 8 	 985 	 -2,8 	  
00:00 08.12.2019 	 1,65 	 2,56 	 2,59 	 6 	 9 	 9 	 985 	 -3 	  
23:50 07.12.2019 	 1,58 	 2,52 	 2,54 	 4 	 7 	 23 	 985 	 -3,3 	  
23:40 07.12.2019 	 1,51 	 2,44 	 2,46 	 5 	 8 	 29 	 985 	 -3 	  
23:30 07.12.2019 	 1,44 	 2,33 	 2,35 	 5 	 8 	 25 	 985 	 -3 	  
23:20 07.12.2019 	 1,38 	 2,29 	 2,31 	 6 	 9 	 24 	 985 	 -2,9 	  
23:10 07.12.2019 	 1,31 	 2,29 	 2,31 	 6 	 10 	 17 	 985 	 -3 	  
23:00 07.12.2019 	 1,26 	 2,18 	 2,2 	 6 	 10 	 15 	 985 	 -3,1 	  
22:50 07.12.2019 	 1,2 	 2,18 	 2,2 	 5 	 7 	 18 	 985 	 -3 	  
22:40 07.12.2019 	 1,15 	 2,1 	 2,13 	 6 	 8 	 21 	 985 	 -2,7 	  
